key,en,ru
global_targets:4-4---title,"2030년까지 전문.직업기술 등 취업, 양질의 일자리, 창업활동을 위해 필요한 적합한 기술을 지닌 청소년과 성인의 수를 실질적으로 증가","К 2030 году существенно увеличить число молодых
и взрослых людей, обладающих востребованными
навыками, в том числе профессионально-техническими
навыками, для трудоустройства, получения
достойной работы и занятий предпринимательской
деятельностью"
global_targets:4-5---title,"2030년까지 교육에서의 성차를 해소하고, 장애인, 토착민, 취약상황에 처한 아동을 포함한 취약계층이 모든 수준의 교육과 직업훈련에 평등하게 접근","К 2030 году ликвидировать гендерное неравенство
в сфере образования и обеспечить равный
доступ к образованию и профессионально-технической
подготовке всех уровней для уязвимых групп
населения, в том числе инвалидов, представителей
коренных народов и детей, находящихся в уязвимом
положении"
global_targets:4-6---title,2030년까지 모든 청소년과 상당수 성인 남녀의 문해력과 수리력 성취를 보장,"К 2030 году обеспечить, чтобы все молодые
люди и значительная доля взрослого населения, как
мужчин, так и женщин, умели читать, писать и считать
"
global_targets:4-7---title,"2030년까지 모든 학습자들이 지속가능발전 및 지속가능생할방식, 인권, 성평등, 평화와 비폭력문화증진, 세계시민의식, 문화다양성 및 지속가능발전을 위한 문화의 기여에 대한 교육을 통해, 지속가능발전을 증진하기 위해 필요한 지식 및 기술 습득을 보장","К 2030 году обеспечить, чтобы все учащиеся
приобретали знания и навыки, необходимые для содействия
устойчивому развитию, в том числе посредством
обучения по вопросам устойчивого развития
и устойчивого образа жизни, прав человека, гендерного
равенства, пропаганды культуры мира и ненасилия,
гражданства мира и осознания ценности
культурного разнообразия и вклада культуры в
устойчивое развитие
"
global_targets:4-a---title,"아동, 장애인, 성차를 고려한 교육시설을 건립 및 개선하고, 모두를 위한 안전하고 비폭력적이며, 포용적이고 효과적인 학습환경을 제공","Создавать и совершенствовать учебные заведения,
учитывающие интересы детей, особые нужды
инвалидов и гендерные аспекты, и обеспечить безопасную,
свободную от насилия и социальных барьеров
и эффективную среду обучения для всех"
global_targets:4-b---title,"2020년까지 전 세계적으로 개도국, 특히 최빈국, 군소도서개발국, 아프리카 국가나 선진국이나 기타 개발도상국의 직업훈련, ICT, 과학기술 및 공학분야를 포함한 고등교육에 등록하도록 지원하는 장학금을 실질적으로 확대","К 2020 году значительно увеличить во всем
мире количество стипендий, предоставляемых развивающимся
странам, особенно наименее развитым
странам, малым островным развивающимся государствам
и африканским странам, для получения
высшего образования, включая профессионально-техническое
образование и обучение по вопросам
информационно-коммуникационных технологий,
технические, инженерные и научные программы, в
развитых странах и других развивающихся странах"
global_targets:4-c---title,"2030년까지 개발도상국, 특히 최빈국 및 군소도서개발국에서 교사훈련을 위한 국제협력을 통해 양성된 교사를 포함하여 자격을 갖춘 교사 공급을 실질적으로 증대","К 2030 году значительно увеличить число квалифицированных
учителей, в том числе посредством
международного сотрудничества в подготовке
учителей в развивающихся странах, особенно в
наименее развитых странах и малых островных развивающихся
государствах"
global_targets:5-1---title,모든 곳에서 모든 여성과 여아에 대한 모든 형태의 차별 종식,"Повсеместно ликвидировать все формы дискриминации
в отношении всех женщин и девочек"
global_targets:5-2---title,"인신매매, 성적 착취 및 기타 형태의 착취를 포함하여 공적 및 사적 영역에서 모든 여성과 여아에 대한 모든 형태의 폭력 근절","Ликвидировать все формы насилия в отношении
всех женщин и девочек в публичной и частной
сферах, включая торговлю людьми и сексуальную и
иные формы эксплуатации"
global_targets:5-3---title,"아동 결혼, 조혼 및 강제결혼, 여성성기절제와 같은 모든 유해한 관습 근절","Ликвидировать все вредные виды практики,
такие как детские, ранние и принудительные браки
и калечащие операции на женских половых органах"
global_targets:5-4---title,"국가별 상황에 맞는 공공서비스, 사회기반시설 및 사회보호정책의 제공과 가구 및 가족 내 책임부담 촉진을 통해 무보수 가사노동과 돌봄노동을 인지하고 가치를 부여","Признавать и ценить неоплачиваемый труд по
уходу и работу по ведению домашнего хозяйства,
предоставляя коммунальные услуги, инфраструктуру
и системы социальной защиты и поощряя
принцип общей ответственности в ведении хозяйства
и в семье, с учетом национальных условий"
global_targets:5-5---title,"정치, 경제, 공공부문에서 모든 단계의 의사결정과정에서 여성의 완전하고 효과적인 참여와 리더십에 대한 평등한 기회를 보장","Обеспечить всестороннее и реальное участие
женщин и равные для них возможности для лидерства
на всех уровнях принятия решений в политической,
экономической и общественной жизни"
global_targets:5-6---title,"국제인구개발회의(ICPD) 행동계획과 북경 행동강령 및 이에 대한 검토회의 결과문서에 따라 모든 이가 성, 생식보건, 재생산권에 대한 보편적인 접근을 보장","Обеспечить всеобщий доступ к услугам в области
охраны сексуального и репродуктивного здоровья
и к реализации репродуктивных прав в соответствии
с Программой действий Международной
конференции по народонаселению и развитию, Пекинской
платформой действий и итоговыми документами
конференций по рассмотрению хода их выполнения"
global_targets:5-a---title,"경제적 자원, 소유권, 토지 및 기타 형태의 부동산, 상속, 천연자원, 금융서비스 등의 평등한 권리를 여성에게 보장하도록 개혁 실시","Провести реформы в целях предоставления
женщинам равных прав на экономические ресурсы,
а также доступа к владению и распоряжению землей
и другими формами собственности, финансовым
услугам, наследуемому имуществу и природным ресурсам
в соответствии с национальными законами"
global_targets:5-b---title,여성의 권한 증대를 위해 유용한 기술사용 강화 (특히 ICT),"Активнее использовать высокоэффективные
технологии, в частности информационно-коммуникационные
технологии, для содействия расширению
прав и возможностей женщин"
global_targets:5-c---title,모든 수준에서 모든 여성과 여아의 권한강화와 성평등 촉진을 위해 명확한 정책과 집행가능한 법을 채택하고 강화,"Принимать и совершенствовать разумные
стратегии и исполнимые законы в целях поощрения
гендерного равенства и расширения прав и возможностей
всех женщин и девочек на всех уровнях"
global_targets:6-1---title,2030년까지 안전한 식수에 대한 보편적 접근성 제공,"К 2030 году обеспечить всеобщий и равноправный
доступ к безопасной и недорогой питьевой
воде для всех"
global_targets:6-2---title,각별히 여성 및 소녀의 필요성을 고려하여 2030년까지 충분하고 공평한 위생시설 보장; 노상배변(open defecation) 근절,"К 2030 году обеспечить всеобщий и равноправный
доступ к надлежащим санитарно-гигиеническим
средствам и положить конец открытой дефекации,
уделяя особое внимание потребностям женщин
и девочек и лиц, находящихся в уязвимом положении
"
global_targets:6-3---title,"2030년까지, 오염 감소, 유해 화학물질 투기 근절 및 배출 최소화를 통해 미처리된 하수 비율을 절반으로 줄이고 재활용 및 안전한 재사용을 전 세계적으로 대폭 확대","К 2030 году повысить качество воды посредством
уменьшения загрязнения, ликвидации сброса
отходов и сведения к минимуму выбросов опасных
химических веществ и материалов, сокращения
вдвое доли неочищенных сточных вод и значительного
увеличения масштабов рециркуляции и безопасного
повторного использования сточных вод во
всем мире"
global_targets:6-4---title,2030년까지 전 부문에서의 물 사용 효율을 높이고 공급에 맞는 담수 회수(freshwater withdrawals) 및 공급으로 물 부족에 대응,"К 2030 году существенно повысить эффективность
водопользования во всех секторах и обеспечить
устойчивый забор и подачу пресной воды для
решения проблемы нехватки воды и значительного
сокращения числа людей, страдающих от нехватки
воды"
global_targets:6-5---title,2030년까지 국경 간 협력을 포함하여 통합된 물 자원 관리 이행,"К 2030 году обеспечить комплексное управление
водными ресурсами на всех уровнях, в том
числе, при необходимости, на основе трансграничного
сотрудничества"
global_targets:6-6---title,"2020년까지, 산, 산림, 습지, 강, 대수층 및 호수 등 물 관련 생태계를 보호 및 복원","К 2020 году обеспечить охрану и восстановление
связанных с водой экосистем, в том числе гор,
лесов, водно-болотных угодий, рек, водоносных
слоев и озер"
global_targets:6-a---title,물·위생 활동 및 프로그램과 관련하여 2030년까지 개발도상국가에 대한 국제협력 및 역량배양 지원을 확대,"К 2030 году расширить международное сотрудничество
и поддержку в деле укрепления потенциала
развивающихся стран в осуществлении деятельности
и программ в области водоснабжения и
санитарии, включая сбор поверхностного стока,
опреснение воды, повышение эффективности водопользования,
очистку сточных вод и применение
технологий рециркуляции и повторного использования"
global_targets:6-b---title,물·위생 관리 개선을 위해 지역사회 참여 지원 및 강화,"Поддерживать и укреплять участие местных
общин в улучшении водного хозяйства и санитарии"
global_targets:7-1---title,2030년까지 적절한 가격과 지속가능하며 현대화된 에너지 서비스의 보편적 접근 보장,"К 2030 году обеспечить всеобщий доступ к недорогому,
надежному и современному энергоснабжению"
global_targets:7-2---title,2030년까지 재생가능에너지 비중을 상당하게 증가,"К 2030 году значительно увеличить долю
энергии из возобновляемых источников в мировом
энергетическом балансе"
global_targets:7-3---title,2030년까지 에너지 효율성 향상 글로벌 비율을 두 배 증가,"К 2030 году удвоить глобальный показатель
повышения энергоэффективности"
global_targets:7-a---title,2030년까지 청정에너지 연구개발 이행을 위해 국제협력 강화,"К 2030 году активизировать международное
сотрудничество в целях облегчения доступа к исследованиям
и технологиям в области экологически чистой
энергетики, включая возобновляемую энергетику,
повышение энергоэффективности и передовые
и более чистые технологии использования ископаемого
топлива, и поощрять инвестиции в энергетическую
инфраструктуру и технологии экологически
чистой энергетики"
global_targets:7-b---title,2030년까지 개발도상국에 현대화된 지속 가능한 에너지서비스를 공급하기 위하여 에너지 기반 시설 확장 및 기술 업그레이드,"К 2030 году расширить инфраструктуру и модернизировать
технологии для современного и устойчивого энергоснабжения всех в развивающихся
странах, в частности в наименее развитых
странах, малых островных развивающихся государствах
и развивающихся странах, не имеющих выхода
к морю, с учетом их соответствующих программ
поддержки"
global_targets:8-1---title,국가별 상황에 맞게 1인당 경제성장을 유지하고 특히 최빈개도국은 최소한 연간 7% GDP 성장률 유지,"Поддерживать экономический рост на душу населения в соответствии с национальными условиями и, в частности, рост валового внутреннего продукта на уровне не менее 7 процентов в год в наименее развитых странах"
global_targets:8-10---title,"보험업, 금융업 및 금융지원서비스의 접근가능범위를 확대하기 위해 국가 내 금융 기관의 역량 강화","Укреплять способность национальных финансовых
учреждений поощрять и расширять доступ к
банковским, страховым и финансовым услугам для
всех"
global_targets:8-2---title,"노동집약적 산업부문 및 고부가가치 산업에 포커스를 두고 사업 다각화, 기술업그레이드 및 혁신으로 생산성 향상","Добиться повышения производительности в
экономике посредством диверсификации, технической
модернизации и инновационной деятельности,
в том числе путем уделения особого внимания секторам
с высокой добавленной стоимостью и трудоемким
секторам"
global_targets:8-3---title,"생산적 활동, 일자리 창출, 기업가 활동, 창의성 및 혁신을 지원하는 개발지향형 정책 촉진; 중소기업 육성","Содействовать проведению ориентированной
на развитие политики, которая способствует производительной
деятельности, созданию достойных рабочих
мест, предпринимательству, творчеству и инновационной
деятельности, и поощрять официальное
признание и развитие микро-, малых и средних
предприятий, в том числе посредством предоставления
им доступа к финансовым услугам"
global_targets:8-4---title,2030년까지 소비 및 생산에서의 국제적 자원 효율을 점진적으로 개선; 선진국의 주도하에 10년 주기 프로그램을 통하여 경제 성장으로 인한 환경훼손 억제,"На протяжении всего срока до конца 2030 года
постепенно повышать глобальную эффективность
использования ресурсов в системах потребления и
производства и стремиться к тому, чтобы экономический
рост не сопровождался ухудшением состояния
окружающей среды, как это предусматривается
Десятилетней стратегией действий по переходу к
использованию рациональных моделей потребления
и производства, причем первыми этим должны заняться
развитые страны"
global_targets:8-5---title,"2030년까지 장애가 있는 젊은 사람을 포함, 모든 남녀의 완전 고용을 달성; 동등한 가치의 업무에 대해 동등한 보수 보장","К 2030 году обеспечить полную и производительную
занятость и достойную работу для всех
женщин и мужчин, в том числе молодых людей и
инвалидов, и равную оплату за труд равной ценности"
global_targets:8-6---title,"2020년까지 고용, 교육 또는 훈련 상태에 있지 않은 청년 비율을 상당 수준으로 감소","К 2020 году существенно сократить долю молодежи,
которая не работает, не учится и не приобретает
профессиональных навыков"
global_targets:8-7---title,"강제노동 근절, 현대식 노예 및 인신매매 종식, 소년병 동원 및 징집 등 최악의 아동 노동 형태 금지 및 근절. 2025년까지 모든 형태의 아동 노동 근절","Принять срочные и эффективные меры для
того, чтобы искоренить принудительный труд, покончить
с современным рабством и торговлей
людьми и обеспечить запрет и ликвидацию наихудших
форм детского труда, включая вербовку и использование
детей-солдат, а к 2025 году покончить с
детским трудом во всех его формах 
"
global_targets:8-8---title,고용이 불안정한 노동자 및 이주노동자(특히 여성)의 노동권 보호 및 안전한 작업환경 촉진,"Защищать трудовые права и содействовать
обеспечению надежных и безопасных условий работы
для всех трудящихся, включая трудящихся-мигрантов,
особенно женщин-мигрантов, и лиц, не
имеющих стабильной занятости"
global_targets:8-9---title,"2030년까지 일자리를 창출하고, 지역 문화와 제품들을 증진하는 지속 가능 관광 촉진을 위한 정책들의 설계 및 시행","К 2030 году обеспечить разработку и осуществление
стратегий поощрения устойчивого туризма,
который способствует созданию рабочих
мест, развитию местной культуры и производству
местной продукции"
global_targets:8-a---title,"개발도상국, 특히 최빈개도국에 대한 무역원조의 증가 (최빈개도국을 위한 무역관계 기술지원을 위한 강화된 통합프레임하에서 이루어지는 원조를 포함)","Увеличить оказываемую в рамках инициативы
«Помощь в торговле» поддержку развивающихся
стран, особенно наименее развитых стран, в том
числе по линии Расширенной комплексной рамочной
программы для оказания технической помощи в
области торговли наименее развитым странам"
global_targets:8-b---title,2020년까지 청년실업에 대한 글로벌 전략 수립 및 운영; 국제노동기구의 ILO Global Jobs Pact 이행,"К 2020 году разработать и ввести в действие
глобальную стратегию обеспечения занятости молодежи
и осуществить Глобальный пакт о рабочих местах
Международной организации труда"
global_targets:9-1---title,"경제발전 및 인간의 웰빙을 위한 고품질, 신뢰성 높은, 지속가능한 탄력적 기반시설 구축","Развивать качественную, надежную, устойчивую
и стойкую инфраструктуру, включая региональную
и трансграничную инфраструктуру, в целях
поддержки экономического развития и благополучия
людей, уделяя особое внимание обеспечению недорогого
и равноправного доступа для всех"
global_targets:9-2---title,포괄적이고 지속가능한 산업화 촉진; 2030년까지 산업부문의 고용률을 상당 수준으로 증가(최빈개도국의 경우 2배로 증가),"Содействовать всеохватной и устойчивой индустриализации
и к 2030 году существенно повысить
уровень занятости в промышленности и долю
промышленного производства в валовом внутреннем
продукте в соответствии с национальными
условиями и удвоить соответствующие показатели в
наименее развитых странах"
global_targets:9-3---title,소규모 산업체의 가치사슬 및 시장으로의 통합 및 금융서비스 접근가능성 강화(특히 개발도상국),"Расширить доступ мелких промышленных и
прочих предприятий, особенно в развивающихся
странах, к финансовым услугам, в том числе к недорогим
кредитам, и усилить их интеграцию в производственно-сбытовые
цепочки и рынки"
global_targets:9-4---title,자원사용 효율 제고와 청정/환경 친화 기술 및 산업공정의 도입을 통해 2030년까지 기반시설과 낙후된 산업시설을 지속가능한 환경으로 개선 및 개조하고 모든 국가들은 각자의 역량에 따라 이를 이행함,"К 2030 году модернизировать инфраструктуру
и переоборудовать промышленные предприятия,
сделав их устойчивыми за счет повышения эффективности
использования ресурсов и более широкого
применения чистых и экологически безопасных технологий
и промышленных процессов, с участием
всех стран в соответствии с их индивидуальными
возможностями"
global_targets:9-5---title,"2030년까지, 인구 백만 명 당 연구 개발 종사자의 수와 공공/민간 연구 개발 지출 대폭 증가 및 혁신 장려 등을 통해, 모든 국가, 특히 개발도상국의 과학 연구 강화, 산업 부문의 기술 역량 향상","Активизировать научные исследования, наращивать
технологический потенциал промышленных
секторов во всех странах, особенно развивающихся
странах, в том числе путем стимулирования к
2030 году инновационной деятельности и значительного
увеличения числа работников в сфере научноисследовательских
и опытно-конструкторских работ
(НИОКР) в расчете на 1 миллион человек, а также
государственных и частных расходов на НИОКР"
global_targets:9-a---title,"아프리카 국가들, 최빈개도국들, 소규모 도서 개발도상국에 대한 강화된 금융, 기술, 전문적 지원을 통해, 개발도상국들에서 지속 가능하고, 회복탄력성을 갖춘 인프라 개발 촉진","Содействовать развитию экологически устойчивой
и стойкой инфраструктуры в развивающихся
странах за счет увеличения финансовой, технологической
и технической поддержки африканских
стран, наименее развитых стран, развивающихся
стран, не имеющих выхода к морю, и малых островных
развивающихся государств"
global_targets:9-b---title,"산업 다각화, 상품가치를 부가시키는 산업 환경 정책을 보장하여 개발도상국가의 국내 기술개발, 연구 및 혁신이 이루어지도록 지원","Поддерживать разработки, исследования и инновации
в сфере отечественных технологий в развивающихся
странах, в том числе путем создания политического климата, благоприятствующего, в частности,
диверсификации промышленности и увеличению
добавленной стоимости в сырьевых отраслях"
global_targets:9-c---title,"ICT 접근성을 상당 수준으로 증가시키고, 2020년까지 최빈개도국의 보편적인 인터넷 접근성(access) 달성을 위해 노력","Существенно расширить доступ к информационно-коммуникационным
технологиям и стремиться
к обеспечению всеобщего и недорогого доступа к
Интернету в наименее развитых странах к 2020 году"
global_goals:1---short,빈곤퇴치,Ликвидация нищеты
global_goals:1---title,모든 곳에서 모든 형태의 빈곤 종식,Повсеместная ликвидация нищеты во всех ее формах
global_goals:10---short,불평등 완화,Уменьшение неравенства
global_goals:10---title,국내 및 국가 간 불평등 감소,Сокращение неравенства внутри стран и между ними
global_goals:11---short,지속가능한 도시와 공동체,Устойчивые города и населенные пункты
global_goals:11---title,포용적이고 안전하며 회복력 있고 지속가능한 도시와 주거지 조성,"Обеспечение открытости, безопасности, жизнестойкости и экологической
устойчивости городов и населенных пунктов"
global_goals:12---short,책임감있는 소비와 생산,Ответственное потребление и производство
global_goals:12---title,지속가능한 소비와 생산 양식의 보장,Обеспечение перехода к рациональным моделям потребления и производства
global_goals:13---short,기후변화 대응,Борьба с изменением климата
global_goals:13---title,기후변화와 그로 인한 영향에 맞서기 위한 긴급 대응,Принятие срочных мер по борьбе с изменением климата и его последствиями
global_goals:14---short,해양 생태계,Сохранение морских экосистем
global_goals:14---title,"지속가능발전을 위한 대양, 바다, 해양자원의 보전과 지속가능한 이용","Сохранение и рациональное использование океанов, морей и морских ресурсов
в интересах устойчивого развития
"
global_goals:15---short,육상 생태계,Сохранение экосистем суши
global_goals:15---title,"육상생태계의 지속가능한 보호·복원·증진, 숲의 지속가능한 관리, 사막화 방지, 토지황폐화의 중지와 회복, 생물다양성 손실 중단","Защита и восстановление экосистем суши и содействие их рациональному
использованию, рациональное лесопользование, борьба с опустыниванием,
прекращение и обращение вспять процесса деградации земель и прекращение
процесса утраты биологического разнообразия
"
global_goals:16---short,"평화, 정의와 제도","Мир, правосудие и эффективные институты"
global_goals:16---title,"지속가능발전을 위한 평화롭고 포용적인 사회 증진, 모두에게 정의를 보장, 모든 수준에서 효과적이며 책임감 있고 포용적인 제도 구축","Содействие построению миролюбивого и открытого общества в интересах устойчивого
развития, обеспечение доступа к правосудию для всех и создание эффективных,
подотчетных и основанных на широком участии учреждений на всех уровнях
"
global_goals:17---short,SDGs를 위한 파트너십,Партнерство в интересах устойчивого развития
global_goals:17---title,이행수단 강화와 지속가능발전을 위한 글로벌 파트너십의 활성화,"Укрепление средств осуществления и активизация работы в рамках Глобального
партнерства в интересах устойчивого развития"
global_goals:2---short,기아종식,Ликвидация голода
global_goals:2---title,"기아 종식, 식량안보와 개선된 영양상태의 달성, 지속 가능항 농업 강화","Ликвидация голода, обеспечение продовольственной безопасности и улучшение питания
и содействие устойчивому развитию сельского хозяйства"
global_goals:3---short,건강과 웰빙,Хорошее здоровье и благополучие
global_goals:3---title,모든 연령층을 위한 건강한 삶 보장과 복지 증진,"Обеспечение здорового образа жизни и содействие благополучию для всех
в любом возрасте"
global_goals:4---short,양질의 교육,Качественное образование
global_goals:4---title,모두를 위한 포용적이고 공평한 양질의 교육 보장 및 평생학습 기회 증진,"Обеспечение всеохватного и справедливого качественного образования и поощрение
возможности обучения на протяжении всей жизни для всех"
global_goals:5---short,양성평등,Гендерное равенство
global_goals:5---title,성평등 달성과 모든 여성 및 여아의 권익신장,"Обеспечение гендерного равенства и расширение прав и возможностей всех
женщин и девочек"
global_goals:6---short,물과 위생,Чистая вода и санитария
global_goals:6---title,모두를 위한 물과 위생의 이용가능성과 지속가능한 관리 보장,"Обеспечение наличия и рационального использования водных ресурсов и санитарии
для всех
"
global_goals:7---short,깨끗한 에너지,Недорогостоящая и чистая энергия
global_goals:7---title,적정한 가격에 신뢰할 수 있고 지속가능한 현대적인 에너지에 대한 접근 보장,"Обеспечение доступа к недорогим, надежным, устойчивым и современным источникам
энергии для всех"
global_goals:8---short,양질의 일자리와 경제성장,Достойна работа и экономический рост
global_goals:8---title,"포용적이고 지속가능한 경제성장, 완전하고 생산적인 고용과 모두를 위한 양질의 일자리 증진","Содействие поступательному, всеохватному и устойчивому экономическому росту,
полной и производительной занятости и достойной работе для всех"
global_goals:9---short,"산업, 혁신과 사회기반시설","Индустриализация, инновации и инфраструктура"
global_goals:9---title,"회복력 있는 사회기반시설 구축, 포용적이고 지속가능한 산업화 증진과 혁신 도모","Создание стойкой инфраструктуры, содействие всеохватной и устойчивой
индустриализации и инновациям"
indicator:chart,Chart,График
indicator:clear_all,Clear all,Очистить всё
indicator:clear_selections,Clear selections,Очистить выделенное
indicator:dataset_size_warning,There are too many datasets to show on the chart. Not all will be shown until you remove some selections.,"В таблице слишком много данных, чтобы показать в графике. Чтобы увидеть все, удалите выделенное."
indicator:download_chart,Download Chart CSV,Скачать график CSV
indicator:download_chart_image,Download Chart Image,Загрузить изображение диаграммы
indicator:download_chart_image_title,Download chart as image,Скачать диаграмму как изображение
indicator:download_csv,Download CSV,Скачать CSV
indicator:download_csv_title,Download as CSV,Скачать в формате CSV
indicator:download_headline,Download Headline CSV,Скачать заголовки CSV
indicator:download_headline_title,Download headline data as CSV,Скачать данные заголовков в формате CSV
indicator:download_source,Download Source CSV,Скачать исходные CSV
indicator:download_source_title,Download source data as CSV,Скачать исходные данные в формате CSV
indicator:download_table,Download Table CSV,Скачать табличные CSV
indicator:edit,Edit,Редактировать
indicator:edit_data,Edit Data,Редактировать данные
indicator:edit_metadata,Edit Metadata,Редактировать метаданные
indicator:footnote,Footnote,Сноска
indicator:geographical_area,Geographical Area,Географический район
indicator:global_metadata,Global Metadata,Глобальные метаданные
indicator:global_metadata_blurb,"This table provides information on metadata for SDG indicators as defined by the UN Statistical Commission. <a href=""https://unstats.un.org/sdgs/metadata/"">Complete global metadata</a> is provided by the UN Statistics Division.","В этой таблице представлена информация для метаданных показателей ЦУР, определенных Статистической комиссией ООН. Полные глобальные метаданные представлены Статистическим отделом ООН."
indicator:legend_help,Click on the legend to remove individual lines from the chart.,"Нажмите на легенду, чтобы убрать линии из графика."
indicator:loading_map,Loading map,Загрузка карты
indicator:map,Map,Карта
indicator:national_metadata,National Metadata,Национальные метаданные
indicator:national_metadata_blurb,"This table provides metadata for the actual indicator available from %country_name statistics closest to the corresponding global SDG indicator. Please note that even when the global SDG indicator is fully available from %country_adjective statistics, this table should be consulted for information on national methodology and other %country_adjective-specific metadata information.","В этой таблице представлены метаданные для фактического показателя, доступного из статистики ближайшей к соответствующему глобальному индикатору ЦУР. Обратите внимание, что даже если глобальный индикатор ЦУР полностью доступен из статистики, по этой таблице следует проконсультироваться для получения информации о национальной методологии и других специфичных метаданных."
indicator:no_data_hint,No options available because of filters above,Нет имеющихся вариантов из-за фильтров наверху.
indicator:select_all,Select all,Выделить всё
indicator:series_help,Choose categories from the dropdowns below to see different breakdowns of the data. Some will not be available until a higher level is chosen.,"Выберите категории из выпадающего меню внизу, чтобы увидеть разные разбивки данных. Несколько не будет доступно, пока более высокий уровень не выбран. "
indicator:source,Source,Источник
indicator:sources,Sources,Источники
indicator:sub_categories,Sub-categories,Субкатегории
indicator:table,Table,Таблица
indicator:unit_of_measurement,Unit of Measurement,Единица измерения
indicator:units_type,Units type,Вид единиц
indicator:variable_hint,Available when '%field' is selected,"Доступно, когда выбрано"
indicator:view_indicator_list,View this goal's indicator list,Посмотреть список индикаторов этой цели
frontpage:heading,[테스트 중입니다] 한국의 SDGs 지표,%name данные для целей в области устойчивого развития
frontpage:instructions,"지표별 상세 데이터를 확인하시려면, 아래 아이콘을 클릭하거나 %before_link 검색창 %after_link 을 이용하시기 바랍니다.","Нажмите на каждую цель, или %before_link поищите %after_link статистики для глобальных показателей целей в области устойчивого развития."
